52,5,1 ,100 ,  103 ,  101
53,5,1 ,21 ,  21 ,  21
54,5,1 ,100 ,  103 ,  101
55,5,1 ,166 ,  83 ,  34
56,5,1 ,0 ,  74 ,  45
58,5,3 ,100 ,  103 ,  101
60,5,3 ,0 ,  74 ,  45
62,5,1 ,221 ,  196 ,  142
63,5,17 ,0 ,  74 ,  45
0,6,1 ,244 ,  244 ,  244
1,6,1 ,247 ,  209 ,  18
2,6,1 ,0 ,  74 ,  45
4,6,1 ,0 ,  74 ,  45
5,6,3 ,244 ,  244 ,  244
7,6,1 ,160 ,  161 ,  159
8,6,1 ,244 ,  244 ,  244
9,6,1 ,252 ,  195 ,  158
10,6,1 ,100 ,  103 ,  101
11,6,1 ,221 ,  196 ,  142
13,6,3 ,247 ,  209 ,  18
15,6,1 ,160 ,  161 ,  159
16,6,3 ,247 ,  209 ,  18
18,6,1 ,244 ,  244 ,  244
20,6,17 ,247 ,  209 ,  18
23,6,17 ,221 ,  196 ,  142
24,6,17 ,244 ,  244 ,  244
25,6,7 ,247 ,  209 ,  18
29,6,3 ,244 ,  244 ,  244
31,6,7 ,252 ,  195 ,  158
34,6,1 ,221 ,  196 ,  142
35,6,1 ,160 ,  161 ,  159
36,6,1 ,244 ,  244 ,  244
37,6,1 ,247 ,  209 ,  18
38,6,1 ,221 ,  196 ,  142
40,6,1 ,244 ,  244 ,  244
41,6,1 ,221 ,  196 ,  142
42,6,7 ,21 ,  21 ,  21
46,6,1 ,100 ,  103 ,  101
47,6,1 ,252 ,  195 ,  158
49,6,1 ,100 ,  103 ,  101
50,6,1 ,247 ,  209 ,  18
51,6,3 ,100 ,  103 ,  101
53,6,3 ,0 ,  74 ,  45
55,6,1 ,100 ,  103 ,  101
56,6,1 ,244 ,  244 ,  244
57,6,1 ,0 ,  74 ,  45
58,6,3 ,21 ,  21 ,  21
60,6,17 ,0 ,  74 ,  45
61,6,1 ,247 ,  209 ,  18
62,6,1 ,244 ,  244 ,  244
0,7,3 ,21 ,  21 ,  21
2,7,1 ,0 ,  74 ,  45
3,7,1 ,247 ,  209 ,  18
4,7,1 ,244 ,  244 ,  244
5,7,1 ,221 ,  196 ,  142
6,7,1 ,160 ,  161 ,  159
7,7,1 ,244 ,  244 ,  244
8,7,3 ,221 ,  196 ,  142
10,7,1 ,247 ,  209 ,  18
11,7,17 ,21 ,  21 ,  21
12,7,1 ,166 ,  83 ,  34
13,7,17 ,100 ,  103 ,  101
14,7,1 ,0 ,  74 ,  45
15,7,3 ,21 ,  21 ,  21
17,7,1 ,244 ,  244 ,  244
18,7,3 ,247 ,  209 ,  18
21,7,17 ,247 ,  209 ,  18
22,7,1 ,244 ,  244 ,  244
25,7,3 ,244 ,  244 ,  244
27,7,7 ,252 ,  195 ,  158
30,7,1 ,245 ,  125 ,  32
31,7,1 ,21 ,  21 ,  21
32,7,3 ,166 ,  83 ,  34
34,7,17 ,160 ,  161 ,  159
35,7,1 ,244 ,  244 ,  244
36,7,1 ,221 ,  196 ,  142
37,7,273 ,252 ,  195 ,  158
38,7,1 ,244 ,  244 ,  244
40,7,1 ,100 ,  103 ,  101
41,7,1 ,166 ,  83 ,  34
42,7,1 ,0 ,  74 ,  45
43,7,17 ,166 ,  83 ,  34
44,7,1 ,247 ,  209 ,  18
45,7,1 ,0 ,  74 ,  45
46,7,1 ,21 ,  21 ,  21
47,7,7 ,247 ,  209 ,  18
50,7,1 ,166 ,  83 ,  34
51,7,1 ,221 ,  196 ,  142
52,7,17 ,166 ,  83 ,  34
53,7,1 ,247 ,  209 ,  18
54,7,3 ,0 ,  74 ,  45
56,7,3 ,166 ,  83 ,  34
58,7,17 ,100 ,  103 ,  101
59,7,17 ,21 ,  21 ,  21
61,7,1 ,221 ,  196 ,  142
62,7,17 ,0 ,  74 ,  45
63,7,1 ,0 ,  175 ,  77
0,8,1 ,100 ,  103 ,  101
1,8,17 ,247 ,  209 ,  18
2,8,1 ,166 ,  83 ,  34
3,8,17 ,21 ,  21 ,  21
4,8,1 ,166 ,  83 ,  34
5,8,1 ,244 ,  244 ,  244
6,8,1 ,247 ,  209 ,  18
7,8,3 ,166 ,  83 ,  34
9,8,1 ,221 ,  196 ,  142
10,8,1 ,244 ,  244 ,  244
12,8,1 ,244 ,  244 ,  244
14,8,1 ,244 ,  244 ,  244
15,8,1 ,166 ,  83 ,  34
16,8,1 ,247 ,  209 ,  18
17,8,1 ,221 ,  196 ,  142
18,8,1 ,245 ,  125 ,  32
19,8,1 ,21 ,  21 ,  21
20,8,1 ,247 ,  209 ,  18
22,8,1 ,247 ,  209 ,  18
23,8,3 ,244 ,  244 ,  244
25,8,3 ,252 ,  195 ,  158
27,8,1 ,245 ,  125 ,  32
28,8,3 ,166 ,  83 ,  34
30,8,1 ,160 ,  161 ,  159
31,8,3 ,252 ,  195 ,  158
33,8,17 ,166 ,  83 ,  34
35,8,3 ,160 ,  161 ,  159
38,8,1 ,221 ,  196 ,  142
39,8,1 ,166 ,  83 ,  34
40,8,3 ,21 ,  21 ,  21
42,8,1 ,0 ,  74 ,  45
44,8,1 ,166 ,  83 ,  34
45,8,1 ,247 ,  209 ,  18
46,8,15 ,100 ,  103 ,  101
50,8,1 ,166 ,  83 ,  34
51,8,17 ,244 ,  244 ,  244
53,8,1 ,0 ,  74 ,  45
54,8,1 ,166 ,  83 ,  34
55,8,1 ,0 ,  74 ,  45
56,8,3 ,21 ,  21 ,  21
60,8,1 ,21 ,  21 ,  21
61,8,1 ,0 ,  74 ,  45
63,8,273 ,21 ,  21 ,  21
0,9,1 ,247 ,  209 ,  18
2,9,1 ,100 ,  103 ,  101
4,9,1 ,247 ,  209 ,  18
5,9,1 ,0 ,  74 ,  45
6,9,3 ,244 ,  244 ,  244
8,9,1 ,21 ,  21 ,  21
9,9,3 ,160 ,  161 ,  159
11,9,17 ,244 ,  244 ,  244
12,9,1 ,21 ,  21 ,  21
13,9,1 ,221 ,  196 ,  142
14,9,1 ,166 ,  83 ,  34
15,9,3 ,21 ,  21 ,  21
17,9,1 ,247 ,  209 ,  18
18,9,17 ,21 ,  21 ,  21
19,9,17 ,166 ,  83 ,  34
20,9,3 ,247 ,  209 ,  18
22,9,1 ,252 ,  195 ,  158
23,9,1 ,166 ,  83 ,  34
24,9,3 ,252 ,  195 ,  158
26,9,1 ,166 ,  83 ,  34
27,9,17 ,160 ,  161 ,  159
28,9,7 ,252 ,  195 ,  158
31,9,3 ,166 ,  83 ,  34
34,9,7 ,166 ,  83 ,  34
38,9,3 ,252 ,  195 ,  158
40,9,3 ,244 ,  244 ,  244
42,9,1 ,21 ,  21 ,  21
43,9,1 ,247 ,  209 ,  18
44,9,1 ,100 ,  103 ,  101
45,9,1 ,166 ,  83 ,  34
46,9,1 ,221 ,  196 ,  142
47,9,17 ,21 ,  21 ,  21
48,9,1 ,247 ,  209 ,  18
49,9,1 ,221 ,  196 ,  142
50,9,1 ,244 ,  244 ,  244
52,9,3 ,160 ,  161 ,  159
54,9,1 ,247 ,  209 ,  18
55,9,1 ,166 ,  83 ,  34
56,9,1 ,221 ,  196 ,  142
57,9,1 ,21 ,  21 ,  21
58,9,1 ,247 ,  209 ,  18
59,9,1 ,166 ,  83 ,  34
60,9,1 ,0 ,  74 ,  45
61,9,1 ,166 ,  83 ,  34
62,9,1 ,244 ,  244 ,  244
0,10,1 ,0 ,  74 ,  45
1,10,1 ,0 ,  175 ,  77
2,10,1 ,0 ,  74 ,  45
3,10,1 ,100 ,  103 ,  101
4,10,3 ,166 ,  83 ,  34
6,10,1 ,160 ,  161 ,  159
7,10,1 ,166 ,  83 ,  34
8,10,1 ,247 ,  209 ,  18
9,10,1 ,221 ,  196 ,  142
10,10,17 ,21 ,  21 ,  21
12,10,1 ,244 ,  244 ,  244
13,10,1 ,160 ,  161 ,  159
14,10,17 ,247 ,  209 ,  18
15,10,3 ,166 ,  83 ,  34
17,10,1 ,21 ,  21 ,  21
20,10,1 ,245 ,  125 ,  32
21,10,1 ,252 ,  195 ,  158
22,10,1 ,166 ,  83 ,  34
23,10,3 ,252 ,  195 ,  158
25,10,1 ,166 ,  83 ,  34
26,10,1 ,21 ,  21 ,  21
28,10,1 ,252 ,  195 ,  158
29,10,15 ,166 ,  83 ,  34
33,10,1 ,160 ,  161 ,  159
34,10,1 ,252 ,  195 ,  158
35,10,1 ,100 ,  103 ,  101
36,10,3 ,160 ,  161 ,  159
38,10,3 ,166 ,  83 ,  34
40,10,3 ,221 ,  196 ,  142
42,10,1 ,100 ,  103 ,  101
43,10,1 ,166 ,  83 ,  34
44,10,3 ,0 ,  74 ,  45
46,10,1 ,247 ,  209 ,  18
48,10,1 ,0 ,  74 ,  45
49,10,3 ,166 ,  83 ,  34
51,10,3 ,247 ,  209 ,  18
53,10,3 ,166 ,  83 ,  34
55,10,17 ,160 ,  161 ,  159
56,10,1 ,166 ,  83 ,  34
57,10,17 ,221 ,  196 ,  142
58,10,1 ,166 ,  83 ,  34
59,10,1 ,100 ,  103 ,  101
60,10,1 ,166 ,  83 ,  34
61,10,273 ,100 ,  103 ,  101
62,10,1 ,0 ,  74 ,  45
0,11,1 ,0 ,  175 ,  77
1,11,3 ,247 ,  209 ,  18
3,11,17 ,0 ,  74 ,  45
4,11,3 ,247 ,  209 ,  18
6,11,1 ,166 ,  83 ,  34
7,11,1 ,0 ,  74 ,  45
8,11,1 ,166 ,  83 ,  34
9,11,1 ,160 ,  161 ,  159
11,11,1 ,247 ,  209 ,  18
12,11,273 ,21 ,  21 ,  21
13,11,17 ,166 ,  83 ,  34
15,11,1 ,0 ,  74 ,  45
16,11,17 ,247 ,  209 ,  18
17,11,7 ,166 ,  83 ,  34
20,11,1 ,252 ,  195 ,  158
21,11,1 ,166 ,  83 ,  34
22,11,3 ,252 ,  195 ,  158
24,11,1 ,166 ,  83 ,  34
25,11,1 ,21 ,  21 ,  21
26,11,1 ,166 ,  83 ,  34
27,11,1 ,252 ,  195 ,  158
28,11,1 ,166 ,  83 ,  34
29,11,1 ,252 ,  195 ,  158
30,11,1 ,21 ,  21 ,  21
31,11,3 ,166 ,  83 ,  34
33,11,1 ,160 ,  161 ,  159
34,11,1 ,166 ,  83 ,  34
35,11,3 ,160 ,  161 ,  159
37,11,3 ,166 ,  83 ,  34
39,11,17 ,21 ,  21 ,  21
40,11,17 ,166 ,  83 ,  34
41,11,17 ,160 ,  161 ,  159
42,11,1 ,221 ,  196 ,  142
43,11,1 ,21 ,  21 ,  21
44,11,1 ,247 ,  209 ,  18
45,11,1 ,100 ,  103 ,  101
46,11,17 ,0 ,  74 ,  45
47,11,1 ,166 ,  83 ,  34
48,11,1 ,247 ,  209 ,  18
49,11,1 ,166 ,  83 ,  34
50,11,1 ,247 ,  209 ,  18
51,11,1 ,100 ,  103 ,  101
52,11,1 ,247 ,  209 ,  18
53,11,1 ,244 ,  244 ,  244
54,11,17 ,247 ,  209 ,  18
56,11,1 ,221 ,  196 ,  142
58,11,7 ,0 ,  74 ,  45
62,11,1 ,221 ,  196 ,  142
63,11,1 ,0 ,  175 ,  77
0,12,273 ,247 ,  209 ,  18
1,12,3 ,100 ,  103 ,  101
4,12,1 ,247 ,  209 ,  18
5,12,3 ,0 ,  74 ,  45
7,12,7 ,247 ,  209 ,  18
10,12,3 ,166 ,  83 ,  34
14,12,1 ,247 ,  209 ,  18
15,12,1 ,221 ,  196 ,  142
17,12,1 ,247 ,  209 ,  18
18,12,1 ,166 ,  83 ,  34
19,12,3 ,252 ,  195 ,  158
21,12,1 ,221 ,  196 ,  142
22,12,17 ,245 ,  125 ,  32
23,12,1 ,221 ,  196 ,  142
24,12,1 ,166 ,  83 ,  34
25,12,1 ,221 ,  196 ,  142
26,12,1 ,166 ,  83 ,  34
27,12,17 ,245 ,  125 ,  32
28,12,15 ,166 ,  83 ,  34
32,12,15 ,166 ,  83 ,  34
36,12,1 ,160 ,  161 ,  159
37,12,3 ,166 ,  83 ,  34
42,12,1 ,252 ,  195 ,  158
43,12,1 ,166 ,  83 ,  34
44,12,1 ,21 ,  21 ,  21
45,12,1 ,166 ,  83 ,  34
47,12,15 ,247 ,  209 ,  18
51,12,1 ,244 ,  244 ,  244
52,12,17 ,247 ,  209 ,  18
53,12,1 ,100 ,  103 ,  101
55,12,1 ,100 ,  103 ,  101
56,12,1 ,166 ,  83 ,  34
57,12,3 ,0 ,  74 ,  45
59,12,1 ,100 ,  103 ,  101
60,12,1 ,21 ,  21 ,  21
62,12,1 ,100 ,  103 ,  101
63,12,1 ,247 ,  209 ,  18
1,13,7 ,21 ,  21 ,  21
4,13,1 ,247 ,  209 ,  18
5,13,1 ,166 ,  83 ,  34
6,13,1 ,247 ,  209 ,  18
7,13,1 ,21 ,  21 ,  21
8,13,1 ,166 ,  83 ,  34
9,13,1 ,252 ,  195 ,  158
10,13,1 ,221 ,  196 ,  142
11,13,1 ,21 ,  21 ,  21
13,13,1 ,21 ,  21 ,  21
14,13,1 ,247 ,  209 ,  18
15,13,3 ,21 ,  21 ,  21
17,13,1 ,166 ,  83 ,  34
18,13,3 ,252 ,  195 ,  158
20,13,1 ,166 ,  83 ,  34
21,13,1 ,252 ,  195 ,  158
23,13,17 ,160 ,  161 ,  159
24,13,1 ,252 ,  195 ,  158
25,13,1 ,245 ,  125 ,  32
26,13,1 ,166 ,  83 ,  34
28,13,3 ,166 ,  83 ,  34
30,13,7 ,21 ,  21 ,  21
33,13,3 ,166 ,  83 ,  34
35,13,1 ,160 ,  161 ,  159
36,13,1 ,166 ,  83 ,  34
37,13,3 ,160 ,  161 ,  159
39,13,7 ,166 ,  83 ,  34
42,13,17 ,160 ,  161 ,  159
43,13,17 ,166 ,  83 ,  34
44,13,7 ,247 ,  209 ,  18
47,13,1 ,0 ,  175 ,  77
48,13,15 ,247 ,  209 ,  18
53,13,1 ,0 ,  175 ,  77
54,13,1 ,166 ,  83 ,  34
55,13,1 ,21 ,  21 ,  21
56,13,1 ,100 ,  103 ,  101
57,13,1 ,0 ,  74 ,  45
58,13,1 ,21 ,  21 ,  21
59,13,1 ,166 ,  83 ,  34
60,13,1 ,100 ,  103 ,  101
61,13,17 ,21 ,  21 ,  21
62,13,1 ,244 ,  244 ,  244
63,13,1 ,0 ,  74 ,  45
1,14,1 ,0 ,  74 ,  45
2,14,1 ,21 ,  21 ,  21
3,14,7 ,247 ,  209 ,  18
6,14,3 ,166 ,  83 ,  34
8,14,17 ,247 ,  209 ,  18
9,14,17 ,221 ,  196 ,  142
10,14,1 ,166 ,  83 ,  34
11,14,15 ,21 ,  21 ,  21
15,14,1 ,21 ,  21 ,  21
16,14,1 ,0 ,  74 ,  45
17,14,1 ,166 ,  83 ,  34
18,14,1 ,252 ,  195 ,  158
19,14,17 ,221 ,  196 ,  142
20,14,1 ,252 ,  195 ,  158
21,14,17 ,166 ,  83 ,  34
22,14,1 ,160 ,  161 ,  159
24,14,1 ,221 ,  196 ,  142
25,14,51 ,166 ,  83 ,  34
27,14,1 ,160 ,  161 ,  159
28,14,255 ,21 ,  21 ,  21
32,14,15 ,166 ,  83 ,  34
36,14,1 ,166 ,  83 ,  34
37,14,1 ,21 ,  21 ,  21
38,14,3 ,166 ,  83 ,  34
40,14,1 ,21 ,  21 ,  21
41,14,1 ,166 ,  83 ,  34
44,14,17 ,166 ,  83 ,  34
45,14,1 ,21 ,  21 ,  21
46,14,3 ,247 ,  209 ,  18
48,14,1 ,100 ,  103 ,  101
49,14,3 ,247 ,  209 ,  18
51,14,1 ,166 ,  83 ,  34
52,14,3 ,21 ,  21 ,  21
54,14,1 ,247 ,  209 ,  18
55,14,1 ,160 ,  161 ,  159
56,14,3 ,166 ,  83 ,  34
58,14,1 ,0 ,  74 ,  45
59,14,3 ,21 ,  21 ,  21
62,14,1 ,100 ,  103 ,  101
63,14,1 ,21 ,  21 ,  21
0,15,3 ,166 ,  83 ,  34
2,15,17 ,100 ,  103 ,  101
3,15,1 ,21 ,  21 ,  21
4,15,3 ,247 ,  209 ,  18
6,15,17 ,0 ,  74 ,  45
7,15,1 ,247 ,  209 ,  18
10,15,1 ,21 ,  21 ,  21
11,15,1 ,166 ,  83 ,  34
12,15,1 ,21 ,  21 ,  21
13,15,3 ,244 ,  244 ,  244
15,15,1 ,252 ,  195 ,  158
16,15,1 ,166 ,  83 ,  34
17,15,1 ,244 ,  244 ,  244
18,15,1 ,166 ,  83 ,  34
20,15,1 ,245 ,  125 ,  32
22,15,1 ,245 ,  125 ,  32
23,15,3 ,166 ,  83 ,  34
27,15,1 ,166 ,  83 ,  34
32,15,1 ,166 ,  83 ,  34
33,15,1 ,21 ,  21 ,  21
34,15,7 ,166 ,  83 ,  34
37,15,1 ,21 ,  21 ,  21
38,15,1 ,166 ,  83 ,  34
39,15,1 ,21 ,  21 ,  21
40,15,3 ,166 ,  83 ,  34
42,15,1 ,21 ,  21 ,  21
43,15,1 ,166 ,  83 ,  34
45,15,17 ,166 ,  83 ,  34
46,15,1 ,0 ,  74 ,  45
47,15,1 ,0 ,  175 ,  77
48,15,4369 ,247 ,  209 ,  18
49,15,1 ,0 ,  175 ,  77
